stock,strategy,trades,wins,win_rate,avg_ret,total_ret,bh_ret
COALINDIA,CAM_S4_BREAKDOWN_SHORT,14,6,0.42857142857142855,-0.0006040888079977028,-0.009153046772312101,0.015945330296127658
INDUSINDBK,STD_S1_BOUNCE_LONG,30,15,0.5,-0.0007223170897358392,-0.02368405381733263,-0.00823136818687431
INDUSINDBK,STD_R1_BOUNCE_SHORT,29,14,0.4827586206896552,-0.0010826763897445325,-0.0320314865989213,-0.00823136818687431
INDUSINDBK,STD_R1_BREAKOUT_LONG,22,8,0.36363636363636365,-0.003706708405293847,-0.0792101287133481,-0.00823136818687431
INDUSINDBK,STD_S1_BREAKDOWN_SHORT,24,13,0.5416666666666666,-0.0008022453201586287,-0.020131082643100706,-0.00823136818687431
INDUSINDBK,FIB_S1_BOUNCE_LONG,35,18,0.5142857142857142,0.0006491706869928266,0.021584548459798514,-0.00823136818687431
INDUSINDBK,FIB_R1_BOUNCE_SHORT,34,13,0.38235294117647056,-0.0007650470510772489,-0.026571964765462863,-0.00823136818687431
INDUSINDBK,CAM_L3_LONG,42,17,0.40476190476190477,-0.0009772598053810397,-0.0419388728809148,-0.00823136818687431
INDUSINDBK,CAM_S3_SHORT,38,16,0.42105263157894735,-2.7523658988536222e-05,-0.0024570912678076873,-0.00823136818687431
INDUSINDBK,CAM_R4_BREAKOUT_LONG,20,9,0.45,-0.00182598339169821,-0.03667324663893057,-0.00823136818687431
INDUSINDBK,CAM_S4_BREAKDOWN_SHORT,22,15,0.6818181818181818,0.0021964019583435804,0.048447465495896846,-0.00823136818687431
BAJAJFINSV,STD_S1_BOUNCE_LONG,35,12,0.34285714285714286,-0.0027108244140420425,-0.09165881786515162,-0.10206079060409978
BAJAJFINSV,STD_R1_BOUNCE_SHORT,24,13,0.5416666666666666,-0.0007483932505158623,-0.01857672114612885,-0.10206079060409978
BAJAJFINSV,STD_R1_BREAKOUT_LONG,23,7,0.30434782608695654,-0.005029281015708542,-0.11042571300873982,-0.10206079060409978
BAJAJFINSV,STD_S1_BREAKDOWN_SHORT,27,13,0.48148148148148145,-0.0005572774219207202,-0.015477709221161984,-0.10206079060409978
BAJAJFINSV,FIB_S1_BOUNCE_LONG,37,10,0.2702702702702703,-0.0017117413103232496,-0.06194622294474894,-0.10206079060409978
BAJAJFINSV,FIB_R1_BOUNCE_SHORT,37,23,0.6216216216216216,0.0026851254483663055,0.10327917382808804,-0.10206079060409978
BAJAJFINSV,CAM_L3_LONG,45,19,0.4222222222222222,-0.00016165622109574516,-0.0083927183463266,-0.10206079060409978
BAJAJFINSV,CAM_S3_SHORT,38,18,0.47368421052631576,0.001333395656947748,0.050583325511535326,-0.10206079060409978
BAJAJFINSV,CAM_R4_BREAKOUT_LONG,19,7,0.3684210526315789,-0.004658196379638578,-0.08551408450247866,-0.10206079060409978
BAJAJFINSV,CAM_S4_BREAKDOWN_SHORT,23,13,0.5652173913043478,-0.0012430746255499556,-0.028759488136978928,-0.10206079060409978
HDFCLIFE,STD_S1_BOUNCE_LONG,32,13,0.40625,-0.00123495572209956,-0.0399549390306011,-0.16793893129770987
HDFCLIFE,STD_R1_BOUNCE_SHORT,27,15,0.5555555555555556,0.0003506055575286753,0.00806529588432503,-0.16793893129770987
HDFCLIFE,STD_R1_BREAKOUT_LONG,21,11,0.5238095238095238,-0.0026641203679535408,-0.05556246252203867,-0.16793893129770987
HDFCLIFE,STD_S1_BREAKDOWN_SHORT,28,14,0.5,-0.0014260546480542788,-0.04014608173680523,-0.16793893129770987
HDFCLIFE,FIB_S1_BOUNCE_LONG,38,13,0.34210526315789475,-0.000827515411926958,-0.03196359710284169,-0.16793893129770987
HDFCLIFE,FIB_R1_BOUNCE_SHORT,29,13,0.4482758620689655,0.00057666247902835,0.01615410063191658,-0.16793893129770987
HDFCLIFE,CAM_L3_LONG,42,15,0.35714285714285715,-0.0016302783591206123,-0.06712859432212959,-0.16793893129770987
HDFCLIFE,CAM_S3_SHORT,33,13,0.3939393939393939,-9.717041091060149e-05,-0.004641336020984377,-0.16793893129770987
HDFCLIFE,CAM_R4_BREAKOUT_LONG,21,7,0.3333333333333333,-0.0022139204115499173,-0.046256685904764394,-0.16793893129770987
HDFCLIFE,CAM_S4_BREAKDOWN_SHORT,24,10,0.4166666666666667,-0.0021381233711129425,-0.05087338345101344,-0.16793893129770987
GRASIM,STD_S1_BOUNCE_LONG,25,11,0.44,-0.0022593311629804224,-0.05561512919700928,0.16209101165851814
GRASIM,STD_R1_BOUNCE_SHORT,32,22,0.6875,0.0029752921468239463,0.09855925861570092,0.16209101165851814
GRASIM,STD_R1_BREAKOUT_LONG,29,13,0.4482758620689655,-0.002491251021529135,-0.07061004593543085,0.16209101165851814
GRASIM,STD_S1_BREAKDOWN_SHORT,22,9,0.4090909090909091,-0.0035461132832592264,-0.07565736915451626,0.16209101165851814
GRASIM,FIB_S1_BOUNCE_LONG,27,9,0.3333333333333333,-0.001017581793453734,-0.02744275674523966,0.16209101165851814
GRASIM,FIB_R1_BOUNCE_SHORT,40,18,0.45,0.0006865572255082057,0.026784579638316597,0.16209101165851814
GRASIM,CAM_L3_LONG,37,18,0.4864864864864865,0.0013982352501362768,0.051891010130691084,0.16209101165851814
GRASIM,CAM_S3_SHORT,42,18,0.42857142857142855,-0.00010996268435966421,-0.00572174152137761,0.16209101165851814
GRASIM,CAM_R4_BREAKOUT_LONG,26,10,0.38461538461538464,-0.0012196760633808204,-0.03206241151120426,0.16209101165851814
GRASIM,CAM_S4_BREAKDOWN_SHORT,19,6,0.3157894736842105,-0.0019060203127006887,-0.036009882106635804,0.16209101165851814
ADANIENT,STD_S1_BOUNCE_LONG,26,15,0.5769230769230769,0.0009461486479394471,0.02315299785040148,0.4677078085642319
ADANIENT,STD_R1_BOUNCE_SHORT,33,17,0.5151515151515151,0.0021241006284645017,0.06809426678969088,0.4677078085642319
ADANIENT,STD_R1_BREAKOUT_LONG,26,16,0.6153846153846154,0.0017581006876337935,0.0451123794723276,0.4677078085642319
ADANIENT,STD_S1_BREAKDOWN_SHORT,17,8,0.47058823529411764,-0.0021175969078393486,-0.036151587783849526,0.4677078085642319
ADANIENT,FIB_S1_BOUNCE_LONG,31,17,0.5483870967741935,0.0021485558188267164,0.06793473679435502,0.4677078085642319
ADANIENT,FIB_R1_BOUNCE_SHORT,38,19,0.5,0.0009310349699096471,0.03343859667571336,0.4677078085642319
ADANIENT,CAM_L3_LONG,38,17,0.4473684210526316,0.00171258173169036,0.06426001053573627,0.4677078085642319
ADANIENT,CAM_S3_SHORT,43,22,0.5116279069767442,0.0029116114269791705,0.12834349297336622,0.4677078085642319
ADANIENT,CAM_R4_BREAKOUT_LONG,24,17,0.7083333333333334,0.002652087570441483,0.06391489716181376,0.4677078085642319
ADANIENT,CAM_S4_BREAKDOWN_SHORT,15,5,0.3333333333333333,-0.004662130620429587,-0.0685604332221641,0.4677078085642319
ADANIPORTS,STD_S1_BOUNCE_LONG,24,14,0.5833333333333334,0.0028555725636541193,0.06977764376483209,0.2755160142348754
ADANIPORTS,STD_R1_BOUNCE_SHORT,35,15,0.42857142857142855,4.800275308985493e-05,-0.0010871474814008186,0.2755160142348754
ADANIPORTS,STD_R1_BREAKOUT_LONG,31,19,0.6129032258064516,-0.0018837181837373517,-0.05909898394533497,0.2755160142348754
ADANIPORTS,STD_S1_BREAKDOWN_SHORT,19,6,0.3157894736842105,-0.004821265335957579,-0.0887643897155469,0.2755160142348754
ADANIPORTS,FIB_S1_BOUNCE_LONG,27,10,0.37037037037037035,-0.0006303787104413589,-0.01761104776360578,0.2755160142348754
ADANIPORTS,FIB_R1_BOUNCE_SHORT,41,21,0.5121951219512195,0.0018932705766535475,0.07834416656148346,0.2755160142348754
ADANIPORTS,CAM_L3_LONG,34,11,0.3235294117647059,-0.0011882247308139934,-0.04084319963984051,0.2755160142348754
ADANIPORTS,CAM_S3_SHORT,42,20,0.47619047619047616,0.001692381046308301,0.07045830987335266,0.2755160142348754
ADANIPORTS,CAM_R4_BREAKOUT_LONG,30,14,0.4666666666666667,-0.002912954853135378,-0.08574423830721922,0.2755160142348754
ADANIPORTS,CAM_S4_BREAKDOWN_SHORT,17,7,0.4117647058823529,-0.003786589983154117,-0.06353003866001594,0.2755160142348754
DRREDDY,STD_S1_BOUNCE_LONG,34,16,0.47058823529411764,0.0007195698820596037,0.023500252025618673,-0.006067677946324346
DRREDDY,STD_R1_BOUNCE_SHORT,28,19,0.6785714285714286,0.002543972206086102,0.07272756218119225,-0.006067677946324346
DRREDDY,STD_R1_BREAKOUT_LONG,19,6,0.3157894736842105,-0.0035353772753683337,-0.06583288568803436,-0.006067677946324346
DRREDDY,STD_S1_BREAKDOWN_SHORT,29,8,0.27586206896551724,-0.004368882296743393,-0.12000302128170581,-0.006067677946324346
DRREDDY,FIB_S1_BOUNCE_LONG,37,12,0.32432432432432434,-0.0014796489093439182,-0.05388004975521843,-0.006067677946324346
DRREDDY,FIB_R1_BOUNCE_SHORT,34,22,0.6470588235294118,0.001455256890533784,0.05000928287210926,-0.006067677946324346
DRREDDY,CAM_L3_LONG,40,10,0.25,-0.0023510111155313927,-0.09066189733055074,-0.006067677946324346
DRREDDY,CAM_S3_SHORT,35,10,0.2857142857142857,-0.002527748090148681,-0.08552367308927855,-0.006067677946324346
DRREDDY,CAM_R4_BREAKOUT_LONG,18,7,0.3888888888888889,-0.002651115365983429,-0.04725262931431917,-0.006067677946324346
DRREDDY,CAM_S4_BREAKDOWN_SHORT,24,8,0.3333333333333333,-0.002465623151666513,-0.05826450673299499,-0.006067677946324346
EICHERMOT,STD_S1_BOUNCE_LONG,31,10,0.3225806451612903,-0.004733768557547387,-0.13777203738027133,-0.0445656511906346
EICHERMOT,STD_R1_BOUNCE_SHORT,23,12,0.5217391304347826,0.0008812679586763556,0.019516259889249543,-0.0445656511906346
EICHERMOT,STD_R1_BREAKOUT_LONG,20,5,0.25,-0.00485546623021974,-0.09364921264750647,-0.0445656511906346
EICHERMOT,STD_S1_BREAKDOWN_SHORT,26,16,0.6153846153846154,0.001134908979510672,0.029040874971955066,-0.0445656511906346
EICHERMOT,FIB_S1_BOUNCE_LONG,35,16,0.45714285714285713,-0.00039299789723518526,-0.01438384610639254,-0.0445656511906346
EICHERMOT,FIB_R1_BOUNCE_SHORT,30,16,0.5333333333333333,0.00245733203427662,0.07523412551801889,-0.0445656511906346
EICHERMOT,CAM_L3_LONG,39,15,0.38461538461538464,0.0004904002248773184,0.017847289984536108,-0.0445656511906346
EICHERMOT,CAM_S3_SHORT,39,16,0.41025641025641024,0.00041417178389514895,0.015038329009328555,-0.0445656511906346
EICHERMOT,CAM_R4_BREAKOUT_LONG,18,6,0.3333333333333333,-0.0035390797194840224,-0.06256013674713656,-0.0445656511906346
EICHERMOT,CAM_S4_BREAKDOWN_SHORT,24,10,0.4166666666666667,-0.0006878707279670823,-0.017378811401401406,-0.0445656511906346
BRITANNIA,STD_S1_BOUNCE_LONG,34,18,0.5294117647058824,-0.0004933554596043505,-0.017639161817941895,-0.13490725126475545
BRITANNIA,STD_R1_BOUNCE_SHORT,24,13,0.5416666666666666,0.0011826979768187246,0.027718742639625704,-0.13490725126475545
BRITANNIA,STD_R1_BREAKOUT_LONG,16,11,0.6875,0.000659026246991643,0.010145965977216953,-0.13490725126475545
BRITANNIA,STD_S1_BREAKDOWN_SHORT,25,13,0.52,-0.001136189441931767,-0.028871766673765897,-0.13490725126475545
BRITANNIA,FIB_S1_BOUNCE_LONG,38,13,0.34210526315789475,-0.001492827519747076,-0.05608132815741329,-0.13490725126475545
BRITANNIA,FIB_R1_BOUNCE_SHORT,33,18,0.5454545454545454,0.0012656509634747521,0.041899245689184905,-0.13490725126475545
BRITANNIA,CAM_L3_LONG,47,18,0.3829787234042553,0.0003646107593732231,0.015358617934712271,-0.13490725126475545
BRITANNIA,CAM_S3_SHORT,39,18,0.46153846153846156,0.0008581170729896561,0.03287644027815628,-0.13490725126475545
BRITANNIA,CAM_R4_BREAKOUT_LONG,15,6,0.4,-0.0035594226107199312,-0.05236358821223608,-0.13490725126475545
BRITANNIA,CAM_S4_BREAKDOWN_SHORT,25,7,0.28,-0.002641971741581743,-0.06466415558527083,-0.13490725126475545
CIPLA,STD_S1_BOUNCE_LONG,32,12,0.375,-0.0012953274605767176,-0.04126702147039041,0.058670741023682194
CIPLA,STD_R1_BOUNCE_SHORT,30,19,0.6333333333333333,0.00019873762866997653,0.004981411398428115,0.058670741023682194
CIPLA,STD_R1_BREAKOUT_LONG,22,14,0.6363636363636364,0.0004740247927232787,0.010147876474059236,0.058670741023682194
CIPLA,STD_S1_BREAKDOWN_SHORT,25,14,0.56,-0.0013540062748080743,-0.033783995758232876,0.058670741023682194
CIPLA,FIB_S1_BOUNCE_LONG,37,15,0.40540540540540543,-0.0006575416587274715,-0.024520369946451348,0.058670741023682194
CIPLA,FIB_R1_BOUNCE_SHORT,35,17,0.4857142857142857,2.0328765990068584e-05,0.00017110579772738888,0.058670741023682194
CIPLA,CAM_L3_LONG,40,13,0.325,-0.0017022286964193188,-0.06650076445059783,0.058670741023682194
CIPLA,CAM_S3_SHORT,41,16,0.3902439024390244,0.00021260661416167606,0.007859926957140884,0.058670741023682194
CIPLA,CAM_R4_BREAKOUT_LONG,22,9,0.4090909090909091,-0.0009940280587244594,-0.022129254569022483,0.058670741023682194
CIPLA,CAM_S4_BREAKDOWN_SHORT,22,8,0.36363636363636365,-0.0020484026254925913,-0.04442647941681144,0.058670741023682194
HEROMOTOCO,STD_S1_BOUNCE_LONG,28,7,0.25,-0.005986107240856587,-0.15566934572377855,-0.11156599963282543
HEROMOTOCO,STD_R1_BOUNCE_SHORT,30,16,0.5333333333333333,0.0006580833646832077,0.018501814744889877,-0.11156599963282543
HEROMOTOCO,STD_R1_BREAKOUT_LONG,25,8,0.32,-0.003392856811928344,-0.08243622734129197,-0.11156599963282543
